PLST|WA|155|00|00|000|00|0007378|1550000US5300100027|5300100027|4|9|53|01779804|027|H1|01531823|||||||||||||00100|C1|02409655||||||||||||||||||10140|2|999|99999|||||Y|N||||||||||||||||||||||||||28159834|4413123|Grays Harbor|Grays Harbor County (part)|A||17013|7236|+46.9757647|-123.8186668|06|P|
PLST|WA|155|00|00|000|00|0007379|1550000US5300135027|5300135027|4|9|53|01779804|027|H1|01531823|||||||||||||00135|U1|02407691||||||||||||||||||10140|2|999|99999|||||N|N||||||||||||||||||||||||||4206214|68835|Grays Harbor|Grays Harbor County (part)|A||279|123|+47.0658622|-123.7786117|06|P|
PLST|WA|155|00|00|000|00|0007380|1550000US5300275073|5300275073|4|9|53|01779804|073|H1|01529224|||||||||||||00275|U1|02407694||||||||||||||||||13380|1|999|99999|||||N|N||||||||||||||||||||||||||3883332|10108|Whatcom|Whatcom County (part)|A||229|100|+48.7169341|-122.2042818|06|P|
PLST|WA|155|00|00|000|00|0007381|1550000US5300380065|5300380065|4|9|53|01779804|065|H1|01531930|||||||||||||00380|U1|02586726||||||||||||||||||44060|1|518|99999|||||N|N||||||||||||||||||||||||||912733|0|Stevens|Stevens County (part)|A||210|100|+48.3586297|-117.8370734|06|P|
PLST|WA|155|00|00|000|00|0007382|1550000US5300800077|5300800077|4|9|53|01779804|077|H1|01531929|||||||||||||00800|U1|02407700||||||||||||||||||49420|1|999|99999|||||N|N||||||||||||||||||||||||||20723670|0|Yakima|Yakima County (part)|A||4046|1532|+46.5575820|-120.6112551|06|P|
PLST|WA|155|00|00|000|00|0007383|1550000US5300905063|5300905063|4|9|53|01779804|063|H1|01529225|||||||||||||00905|C1|02409668||||||||||||||||||44060|1|518|99999|||||N|N||||||||||||||||||||||||||15567108|0|Spokane|Spokane County (part)|A||10757|3626|+47.6443321|-117.5838512|06|P|
PLST|WA|155|00|00|000|00|0007384|1550000US5301010075|5301010075|4|9|53|01779804|075|H1|01533501|||||||||||||01010|C1|02412345||||||||||||||||||39420|2|446|99999|||||N|N||||||||||||||||||||||||||1016236|0|Whitman|Whitman County (part)|A||550|283|+46.7924145|-117.2507735|06|P|
PLST|WA|155|00|00|000|00|0007385|1550000US5301045053|5301045053|4|9|53|01779804|053|H1|01529159|||||||||||||01045|U1|02584941||||||||||||||||||42660|1|500|45104|||||N|N||||||||||||||||||||||||||8322277|69720|Pierce|Pierce County (part)|A||212|110|+46.7959878|-122.2609666|06|P|
PLST|WA|155|00|00|000|00|0007386|1550000US5301150053|5301150053|4|9|53|01779804|053|H1|01529159|||||||||||||01150|U1|02584942||||||||||||||||||42660|1|500|45104|||||N|N||||||||||||||||||||||||||14817407|381475|Pierce|Pierce County (part)|A||3274|1295|+47.1786942|-122.2225081|06|P|
PLST|WA|155|00|00|000|00|0007387|1550000US5301185061|5301185061|4|9|53|01779804|061|H1|01529222|||||||||||||01185|U1|02407714||||||||||||||||||42660|1|500|42644|||||N|N||||||||||||||||||||||||||4967288|0|Snohomish|Snohomish County (part)|A||10198|3752|+47.8160293|-122.2683214|06|P|
PLST|WA|155|00|00|000|00|0007388|1550000US5301255057|5301255057|4|9|53|01779804|057|H1|01531402|||||||||||||01255|U1|02407717||||||||||||||||||34580|1|500|99999|||||N|N||||||||||||||||||||||||||6748426|15710|Skagit|Skagit County (part)|A||507|195|+48.6163055|-122.3377377|06|P|
PLST|WA|155|00|00|000|00|0007389|1550000US5301290033|5301290033|4|9|53|01779804|033|H1|01531933|||||||||||||01290|C1|02409680||||||||||||||||||42660|1|500|42644|||||N|N||||||||||||||||||||||||||3345728|0|King|King County (part)|A||3290|1048|+47.2820535|-122.2543845|06|P|
PLST|WA|155|00|00|000|00|0007390|1550000US5301430045|5301430045|4|9|53|01779804|045|H1|01529221|||||||||||||01430|U1|02586727||||||||||||||||||43220|2|500|99999|||||N|N||||||||||||||||||||||||||4137211|160750|Mason|Mason County (part)|A||2194|1070|+47.3860886|-122.8367188|06|P|
PLST|WA|155|00|00|000|00|0007391|1550000US5301500043|5301500043|4|9|53|01779804|043|H1|01514052|||||||||||||01500|C1|02412352||||||||||||||||||99999|9|999|99999|||||N|N||||||||||||||||||||||||||1328994|0|Lincoln|Lincoln County (part)|A||318|151|+47.7103890|-118.9415128|06|P|
PLST|WA|155|00|00|000|00|0007392|1550000US5301745069|5301745069|4|9|53|01779804|069|H1|01513275|||||||||||||01745|U1|02584943||||||||||||||||||99999|9|999|99999|||||N|N||||||||||||||||||||||||||13185903|8168578|Wahkiakum|Wahkiakum County (part)|A||56|34|+46.2768470|-123.5836995|06|P|
PLST|WA|155|00|00|000|00|0007393|1550000US5301780027|5301780027|4|9|53|01779804|027|H1|01531823|||||||||||||01780|U1|02584944||||||||||||||||||10140|2|999|99999|||||N|N||||||||||||||||||||||||||21294534|713912|Grays Harbor|Grays Harbor County (part)|A||162|68|+47.4473948|-123.9047382|06|P|
PLST|WA|155|00|00|000|00|0007394|1550000US5301850011|5301850011|4|9|53|01779804|011|H1|01531820|||||||||||||01850|U1|02407738||||||||||||||||||38900|1|440|99999|||||N|N||||||||||||||||||||||||||25853165|41437|Clark|Clark County (part)|A||1800|594|+45.9121323|-122.4559307|06|P|
PLST|WA|155|00|00|000|00|0007395|1550000US5301920033|5301920033|4|9|53|01779804|033|H1|01531933|||||||||||||01920|U1|02407739||||||||||||||||||42660|1|500|42644|||||N|N||||||||||||||||||||||||||4150148|310819|King|King County (part)|A||1524|599|+47.6380493|-121.9629023|06|P|
PLST|WA|155|00|00|000|00|0007396|1550000US5301990057|5301990057|4|9|53|01779804|057|H1|01531402|||||||||||||01990|C1|02409702||||||||||||||||||34580|1|500|99999|||||Y|N||||||||||||||||||||||||||30300083|10231816|Skagit|Skagit County (part)|A||17637|8395|+48.5036754|-122.6256442|06|P|
PLST|WA|155|00|00|000|00|0007397|1550000US5302025003|5302025003|4|9|53|01779804|003|H1|01533502|||||||||||||02025|U1|02807173||||||||||||||||||30300|1|999|99999|||||N|N||||||||||||||||||||||||||311335|0|Asotin|Asotin County (part)|A||25|14|+46.1345310|-117.1332840|06|P|
PLST|WA|155|00|00|000|00|0007398|1550000US5302060053|5302060053|4|9|53|01779804|053|H1|01529159|||||||||||||02060|U1|02584945||||||||||||||||||42660|1|500|45104|||||N|N||||||||||||||||||||||||||20545486|16045398|Pierce|Pierce County (part)|A||1302|1096|+47.1622474|-122.6971850|06|P|
PLST|WA|155|00|00|000|00|0007399|1550000US5302585061|5302585061|4|9|53|01779804|061|H1|01529222|||||||||||||02585|C1|02409732||||||||||||||||||42660|1|500|42644|||||N|N||||||||||||||||||||||||||25417392|13346|Snohomish|Snohomish County (part)|A||19868|7751|+48.1788168|-122.1394751|06|P|
